week,Australia,Austria,Bahrain,Belgium,Brazil,Canada,Channel Islands,Cyprus,Czech Republic,Denmark,EIRE,European Community,Finland,France,Germany,Greece,Iceland,Israel,Italy,Japan,Korea,Lebanon,Lithuania,Malta,Netherlands,Nigeria,Norway,Poland,Portugal,RSA,Saudi Arabia,Singapore,Spain,Sweden,Switzerland,Thailand,USA,United Arab Emirates,United Kingdom,Unspecified,West Indies
2011-08-28,0.0,0.0,,752.79,,51.559999999999995,2705.22,0.0,0.0,0.0,1502.16,,410.55,4676.43,5491.25,0.0,0.0,0.0,309.5,0.0,,,,213.5,7852.84,,0.0,0.0,0.0,0.0,,0.0,1755.83,353.86,0.0,,0.0,0.0,121444.74,531.03,
2011-09-04,2941.7200000000003,0.0,,841.26,,,0.0,0.0,0.0,0.0,5258.73,,230.3,3984.88,8696.92,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,509.01,125.92,317.0,0.0,,0.0,278.4,309.45,0.0,,0.0,975.54,89577.65,,
2011-09-11,147.7,0.0,,1087.7,,,0.0,0.0,0.0,0.0,16138.34,,0.0,7533.43,3909.71,0.0,0.0,0.0,0.0,0.0,,,,0.0,2133.24,,2608.11,529.25,0.0,0.0,,0.0,1552.34,0.0,200.0,,0.0,0.0,131164.24,,
2011-09-18,519.89,0.0,,0.0,,,0.0,0.0,0.0,0.0,1474.64,,319.6,3137.7999999999997,1808.45,0.0,0.0,0.0,0.0,112.07999999999998,,,,0.0,8281.12,,562.54,0.0,0.0,0.0,,0.0,0.0,4114.08,903.28,,0.0,0.0,187934.5,,
2011-09-25,825.9200000000001,0.0,,1648.05,,,1062.1,196.35,0.0,3850.9,7585.41,,555.55,6742.7,6637.74,0.0,0.0,0.0,279.8,0.0,,,,0.0,16522.9,,4733.03,0.0,1116.22,0.0,,0.0,3346.4,0.0,4865.59,,0.0,37.5,249563.051,,
2011-10-02,671.5,0.0,,829.99,,,261.65,0.0,0.0,719.26,10538.37,,0.0,4179.53,2878.93,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,266.25,0.0,0.0,0.0,,0.0,290.5,151.68,2315.99,,0.0,,170904.201,,
2011-10-09,17150.53,0.0,,346.68,,,1761.0,796.74,277.48,891.4,1325.44,,310.0,3607.2599999999998,11000.3,0.0,0.0,138.03,0.0,0.0,,,,0.0,1105.33,,0.0,0.0,1730.77,0.0,,0.0,422.8,0.0,2539.56,,0.0,,253713.54,,
2011-10-16,0.0,0.0,,2630.93,,,862.3199999999999,2876.85,,171.66,7396.47,,1595.43,6911.9,7149.37,0.0,0.0,,318.06,0.0,,,,0.0,0.0,,889.51,0.0,2853.4900000000002,1002.3100000000001,,999.26,3528.34,15.0,2204.33,,1579.51,,161438.54,,
2011-10-23,0.0,1043.78,,659.75,,,0.0,739.28,,427.7,13851.42,,0.0,3849.8599999999997,9911.85,0.0,0.0,,1193.32,0.0,,,,0.0,29608.1,,0.0,0.0,1315.2,,,6068.0599999999995,1658.6,5296.96,0.0,,731.6899999999999,,179106.07,,
2011-10-30,0.0,0.0,,1585.17,,,0.0,0.0,,0.0,1147.68,,701.79,18631.11,2791.37,0.0,0.0,,1660.49,1948.0400000000002,,,,0.0,9995.220000000001,,2797.7200000000003,0.0,0.0,,,,3027.2,454.2,2911.3,,0.0,,190034.2,,
2011-11-06,1600.92,0.0,,2135.88,,,1303.14,0.0,,0.0,2643.96,,1536.18,5089.46,2958.78,0.0,1294.32,,523.74,0.0,,,,0.0,4486.91,,730.79,1361.23,202.3,,,,1111.27,671.69,6207.67,,0.0,,226770.53,,
2011-11-13,0.0,586.85,,1261.05,,,0.0,0.0,,0.0,8847.1,,0.0,6934.66,5368.67,0.0,0.0,,0.0,0.0,,,,0.0,9823.12,,0.0,,527.5600000000001,,,,1522.7,223.68,292.58,,0.0,,229378.01,,
2011-11-20,5355.4,742.9300000000001,,2798.53,,,211.63,460.89,,1794.05,10641.82,,642.67,9226.33,10179.24,0.0,0.0,,1611.3600000000001,4808.48,,,,743.43,556.74,,936.64,,569.4399999999999,,,,2278.29,1420.1399999999999,925.64,,0.0,,221870.29,,
2011-11-27,286.4,0.0,,301.25,,,0.0,,,0.0,4463.97,,310.0,5191.91,6855.72,0.0,0.0,,2753.8,0.0,,,,,10888.24,,2016.78,,1289.6,,,,3595.96,406.72,430.57,,0.0,,210741.76,,
2011-12-04,,0.0,,592.22,,,0.0,,,905.52,4923.96,,2029.05,8922.58,5390.88,0.0,0.0,,0.0,3651.6,,,,,119.0,,2843.29,,1492.93,,,,170.74,0.0,262.5,,269.96,,220213.99,,
2011-12-11,,683.2,,1107.41,,,198.4,,,168.9,5528.43,,,3752.39,6041.43,680.99,224.82,,200.45000000000002,,,,,,11728.02,,2785.7000000000003,,1371.26,,,,316.21,238.0,,,615.28,,372946.26,,
